Original_location,Location_raw,Location_clean,Location_type,Location_valid,Latitude,Longitude
"Sevilla la Nueva, España","sevilla la nueva, españa","sevilla la nueva, españa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Albuquerque, New Mexico","albuquerque, new mexico","albuquerque, new mexico",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Buenos Aires,buenos aires,buenos aires,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"27.479275,-82.561977","27.479275,-82.561977","27.479275,-82.561977",coordinates,1,27.479275,-82.561977
,,,unknown,0,,
,,,unknown,0,,
Montréal,montréal,montréal,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Levis, Quebec, Canada","levis, quebec, canada","levis, quebec, canada",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Riudoms - Manchester,riudoms - manchester,riudoms - manchester,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Budapest, Hungary","budapest, hungary","budapest, hungary",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Stuttgart, Germany","stuttgart, germany","stuttgart, germany",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Santiago, Chile","santiago, chile","santiago, chile",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Rio de Janeiro,rio de janeiro,rio de janeiro,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"São Paulo, BR","são paulo, br","são paulo, br",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Washington, DC","washington, dc","washington, dc",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"New York, USA","new york, usa","new york, usa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Toronto, Canada","toronto, canada","toronto, canada",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Northern Colorado,northern colorado,northern colorado,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Berlin | Ruhr York | München,berlin | ruhr york | münchen,berlin  ruhr york  münchen,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Napoli,napoli,napoli,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
roma,roma,roma,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"New York, NY, USA","new york, ny, usa","new york, ny, usa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Florence, Tuscany","florence, tuscany","florence, tuscany",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
São Paulo/SP - Brasil,são paulo/sp - brasil,são paulosp - brasil,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Nicaragua,nicaragua,nicaragua,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"SC, Brasil","sc, brasil","sc, brasil",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Maringá, PR","maringá, pr","maringá, pr",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Brazil,brazil,brazil,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Buenos Aires, Argentina","buenos aires, argentina","buenos aires, argentina",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
El Salvador,el salvador,el salvador,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Brasil, SC, Florianópolis","brasil, sc, florianópolis","brasil, sc, florianópolis",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Valencia,valencia,valencia,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Mendoza, Argentina","mendoza, argentina","mendoza, argentina",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
rome,rome,rome,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Lucerne, Zurich and Singapore","lucerne, zurich and singapore","lucerne, zurich and singapore",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Manhattan, NY","manhattan, ny","manhattan, ny",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
#Leipzig #Berlin,#leipzig #berlin,leipzig berlin,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Toronto, Canada","toronto, canada","toronto, canada",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Barcelona - Girona,barcelona - girona,barcelona - girona,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"iPhone: 47.261097,11.399777","iphone: 47.261097,11.399777","47.261097,11.399777",coordinates,1,47.261097,11.399777
,,,unknown,0,,
,,,unknown,0,,
"Huntington Beach, CA","huntington beach, ca","huntington beach, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"San Francisco, CA","san francisco, ca","san francisco, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Palo Alto, CA","palo alto, ca","palo alto, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"New York, NY","new york, ny","new york, ny",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Salerno / Milano / Torino,salerno / milano / torino,salerno  milano  torino,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Brazil,brazil,brazil,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Madrid,madrid,madrid,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Planeta Tierra,planeta tierra,planeta tierra,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Waco, Texas","waco, texas","waco, texas",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Toronto,toronto,toronto,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
San Francisco,san francisco,san francisco,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Gijón,gijón,gijón,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
NYC,nyc,nyc,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
En mi nube: la novena,en mi nube: la novena,en mi nube la novena,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Italy,italy,italy,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"mente en CCS, cuerpo en STGO","mente en ccs, cuerpo en stgo","mente en ccs, cuerpo en stgo",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
The Netherlands,the netherlands,the netherlands,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
CDMX,cdmx,cdmx,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Belgique,belgique,belgique,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Ukraine,ukraine,ukraine,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Madrid,madrid,madrid,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Richmond, VA","richmond, va","richmond, va",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
San Francisco,san francisco,san francisco,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Sevilla, ES","sevilla, es","sevilla, es",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"San José, Costa Rica","san josé, costa rica","san josé, costa rica",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Bogotá D.C.,bogotá d.c.,bogotá d.c.,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Sunnyvale, CA","sunnyvale, ca","sunnyvale, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Orlando, FL","orlando, fl","orlando, fl",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
México,méxico,méxico,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
México,méxico,méxico,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Spain,spain,spain,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Barcelona,barcelona,barcelona,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
France,france,france,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Toronto,toronto,toronto,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Calpe Costa Blanca España,calpe costa blanca españa,calpe costa blanca españa,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Francisco, CA","francisco, ca","francisco, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Spain,spain,spain,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"London, UK","london, uk","london, uk",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Bandung,bandung,bandung,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Illinois, USA","illinois, usa","illinois, usa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Japan,japan,japan,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"San Salvador, El Salvador","san salvador, el salvador","san salvador, el salvador",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Suiza,suiza,suiza,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"London, UK","london, uk","london, uk",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Amsterdam,amsterdam,amsterdam,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Playa Vista, CA","playa vista, ca","playa vista, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"London, Ontario (CANADA)","london, ontario (canada)","london, ontario canada",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Los Angeles,los angeles,los angeles,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Denmark,denmark,denmark,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Roma,roma,roma,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Gallifrey,gallifrey,gallifrey,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Vancouver, BC, Canada","vancouver, bc, canada","vancouver, bc, canada",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Boulder, CO","boulder, co","boulder, co",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Tokyo-to, Japan","tokyo-to, japan","tokyo-to, japan",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
London,london,london,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
31° 55’ N; 120° 50’ E,31° 55’ n; 120° 50’ e,31 55 n 120 50 e,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Dublin City, Ireland","dublin city, ireland","dublin city, ireland",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"St. Louis, MO","st. louis, mo","st. louis, mo",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Essex, UK","essex, uk","essex, uk",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Singapore,singapore,singapore,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Plano, TX","plano, tx","plano, tx",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Boulder, CO","boulder, co","boulder, co",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Los Angeles,los angeles,los angeles,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Los Angeles, CA","los angeles, ca","los angeles, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Vancouver, BC","vancouver, bc","vancouver, bc",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
UK,uk,uk,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
New Zealand,new zealand,new zealand,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Dorking & Sutton UK,dorking & sutton uk,dorking  sutton uk,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Campbell River,campbell river,campbell river,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Republic of Croatia,republic of croatia,republic of croatia,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Ballymoreircode, Ireland","ballymoreircode, ireland","ballymoreircode, ireland",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Belgrade, Serbia","belgrade, serbia","belgrade, serbia",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
London & San Francisco,london & san francisco,london  san francisco,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"38.28906200,-122.2922310","38.28906200,-122.2922310","38.289062,-122.292231",coordinates,1,38.289062,-122.292231
,,,unknown,0,,
,,,unknown,0,,
Burghfield Common,burghfield common,burghfield common,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Listuguj, Québec","listuguj, québec","listuguj, québec",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Lebanon, Ohio","lebanon, ohio","lebanon, ohio",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Taipei City, Taiwan","taipei city, taiwan","taipei city, taiwan",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Klagenfurt, Austria","klagenfurt, austria","klagenfurt, austria",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Europe,europe,europe,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Kreuzlingen, TG, Switzerland","kreuzlingen, tg, switzerland","kreuzlingen, tg, switzerland",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Delft, Netherlands","delft, netherlands","delft, netherlands",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"London, Canada","london, canada","london, canada",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Lexington | Kentucky,lexington | kentucky,lexington  kentucky,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"53.862401,-1.678752","53.862401,-1.678752","53.862401,-1.678752",coordinates,1,53.862401,-1.678752
,,,unknown,0,,
,,,unknown,0,,
"Los Angeles, CA","los angeles, ca","los angeles, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Tübingen bei Stuttgart,tübingen bei stuttgart,tübingen bei stuttgart,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Muscat, Oman","muscat, oman","muscat, oman",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Texas,texas,texas,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Barranquilla, Colombia","barranquilla, colombia","barranquilla, colombia",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Kansas City,kansas city,kansas city,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Milano, Italy","milano, italy","milano, italy",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Charlotte, NC","charlotte, nc","charlotte, nc",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Everywhere,everywhere,everywhere,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Cologne,cologne,cologne,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"st louis,mo","st louis,mo","st louis,mo",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Los Angeles,los angeles,los angeles,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Sydney,sydney,sydney,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Dallas, TX","dallas, tx","dallas, tx",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
SGKR,sgkr,sgkr,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Madrid-Málaga,madrid-málaga,madrid-málaga,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Silicon Valley,silicon valley,silicon valley,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"A Coru-Vigo, Galiza","a coru-vigo, galiza","a coru-vigo, galiza",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Catalonia,catalonia,catalonia,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Amsterdam,amsterdam,amsterdam,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Grenchen, Switzerland","grenchen, switzerland","grenchen, switzerland",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Chile,chile,chile,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Vienna,vienna,vienna,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
#Stockerau (AT) & #Vienna (AT),#stockerau (at) & #vienna (at),stockerau at  vienna at,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
The lowlands of Holland...,the lowlands of holland...,the lowlands of holland...,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Berlin,berlin,berlin,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Amstelveen, Netherlands","amstelveen, netherlands","amstelveen, netherlands",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Munich,munich,munich,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Sarasota,sarasota,sarasota,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Bologna, Emilia Romagna","bologna, emilia romagna","bologna, emilia romagna",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Miami,miami,miami,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Lima,lima,lima,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Surrey, UK","surrey, uk","surrey, uk",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Kefar-Saba, Israel","kefar-saba, israel","kefar-saba, israel",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"czech republic, havirov","czech republic, havirov","czech republic, havirov",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Paris,paris,paris,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Mundaka,mundaka,mundaka,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Moravian-SilesiaCZ,","moravian-silesiacz,","moravian-silesiacz,",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Durham, England","durham, england","durham, england",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Vilnius, Lithuania","vilnius, lithuania","vilnius, lithuania",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
zhengzhou,zhengzhou,zhengzhou,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Seattle, WA","seattle, wa","seattle, wa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Dubai,dubai,dubai,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"NY, NJ and Beyond","ny, nj and beyond","ny, nj and beyond",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"ветер знает, где меня искать","ветер знает, где меня искать","ветер знает, где меня искать",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
New Orleans,new orleans,new orleans,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"San Francisco, California","san francisco, california","san francisco, california",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Bogotá, Colombia","bogotá, colombia","bogotá, colombia",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Palma, Balearic Islands","palma, balearic islands","palma, balearic islands",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Las Vegas, NV","las vegas, nv","las vegas, nv",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Tokyo←Nagoya,tokyo←nagoya,tokyonagoya,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Bordeaux,bordeaux,bordeaux,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"New York, NY","new york, ny","new york, ny",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
West Vancouver,west vancouver,west vancouver,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Osaka, Japan","osaka, japan","osaka, japan",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Ann Arbor, Michigan, US","ann arbor, michigan, us","ann arbor, michigan, us",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Kuala Lumpur, Malaysia","kuala lumpur, malaysia","kuala lumpur, malaysia",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Rome, Italy","rome, italy","rome, italy",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Planet Earth,planet earth,planet earth,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Emilia Romagna, Faenza","emilia romagna, faenza","emilia romagna, faenza",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Poznań, Polska","poznań, polska","poznań, polska",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Auckland, New Zealand","auckland, new zealand","auckland, new zealand",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Self Storage,self storage,self storage,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Ivry-sur-Seine,ivry-sur-seine,ivry-sur-seine,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Manchester, England","manchester, england","manchester, england",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Apeldoorn,apeldoorn,apeldoorn,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Vicente López, Argentina","vicente lópez, argentina","vicente lópez, argentina",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Dallas, TX","dallas, tx","dallas, tx",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Paraná, Argentina","paraná, argentina","paraná, argentina",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"San Francisco, CA","san francisco, ca","san francisco, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Valongo, Porto","valongo, porto","valongo, porto",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Norway, Oslo","norway, oslo","norway, oslo",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Pacific, MO","pacific, mo","pacific, mo",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
New York City,new york city,new york city,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Southampton, UK","southampton, uk","southampton, uk",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Columbus, OH","columbus, oh","columbus, oh",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Southampton, UK","southampton, uk","southampton, uk",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Santa Monica, CA","santa monica, ca","santa monica, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"New York, New York","new york, new york","new york, new york",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
UK,uk,uk,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"iPhone: 45.460548,9.181984","iphone: 45.460548,9.181984","45.460548,9.181984",coordinates,1,45.460548,9.181984
,,,unknown,0,,
,,,unknown,0,,
España,españa,españa,text_location,1,,
,,,unknown,0,,
